item_types,weekday,time_since_person,time_of_day,current_sit_minutes,total_session_minutes,num_previous_returns,seat_now_occupied,new_person_present,label
"paper,phone",Sat,47,14.3,16,205,4,0,1,TEMP_LEAVE
"student-id,keys",Wed,54,12.08,152,160,1,1,0,OCCUPIED
"phone,charging-cable,laptop",Tue,47,9.37,147,188,5,0,1,TEMP_LEAVE
"iPad,paper,book",Tue,39,10.04,177,182,3,1,0,OCCUPIED
"phone,keys,charging-cable",Sat,44,21.09,55,131,3,1,1,LEFT_BEHIND
watch,Sun,21,12.17,34,57,5,1,1,LEFT_BEHIND
"paper,iPad,bottle",Fri,16,16.01,30,228,3,1,0,OCCUPIED
"charging-cable,pen",Mon,50,8.39,81,82,3,0,0,LEFT_BEHIND
iPad,Thu,43,12.5,192,197,5,1,0,OCCUPIED
"iPad,bottle",Mon,49,8.57,35,63,4,1,0,OCCUPIED
mouse,Mon,6,18.42,63,100,0,1,1,LEFT_BEHIND
bag,Thu,48,14.71,4,77,1,0,0,TEMP_LEAVE
"keys,mouse",Sat,57,21.8,131,322,3,1,0,OCCUPIED
"glasses,laptop,phone,student-id",Wed,15,12.98,8,16,4,1,1,TEMP_LEAVE
"wallet,bottle",Mon,22,9.33,95,287,4,0,1,TEMP_LEAVE
iPad,Sat,2,13.78,165,330,4,1,0,OCCUPIED
"phone,laptop,watch",Sat,51,14.11,133,136,4,0,0,TEMP_LEAVE
paper,Mon,57,12.68,157,338,5,1,0,OCCUPIED
wallet,Fri,55,15.35,193,294,2,1,0,OCCUPIED
"student-id,glasses",Sat,10,11.09,3,166,3,0,0,TEMP_LEAVE
"bag,phone",Fri,39,21.89,111,275,3,0,0,TEMP_LEAVE
"glasses,watch,laptop",Thu,27,21.48,58,209,0,1,1,LEFT_BEHIND
"earphones,keys",Mon,18,10.68,5,18,0,0,0,TEMP_LEAVE
book,Thu,26,19.23,135,156,1,1,1,LEFT_BEHIND
glasses,Sat,10,13.74,75,121,2,0,0,TEMP_LEAVE
"glasses,watch,laptop,bottle",Sat,26,13.28,36,163,3,1,1,LEFT_BEHIND
"wallet,student-id,bottle,pen",Thu,54,16.76,56,149,0,0,1,LEFT_BEHIND
"keys,book",Fri,2,21.5,138,237,3,1,1,TEMP_LEAVE
"pen,keys",Sun,25,20.53,171,286,4,0,1,LEFT_BEHIND
"keys,paper",Tue,29,17.3,166,246,1,1,1,LEFT_BEHIND
"student-id,earphones,wallet,bottle",Tue,28,14.28,147,192,4,0,1,TEMP_LEAVE
"bottle,charging-cable,watch",Sat,15,8.74,149,158,2,0,1,TEMP_LEAVE
"pen,iPad,bottle",Fri,22,21.8,133,143,3,1,1,LEFT_BEHIND
"mouse,glasses,watch,charging-cable",Sun,51,16.41,172,196,4,1,1,LEFT_BEHIND
paper,Sat,50,19.82,110,195,3,0,0,LEFT_BEHIND
"keys,bottle",Tue,25,9.39,113,147,3,1,1,LEFT_BEHIND
"phone,book",Tue,52,21.2,75,170,4,0,0,TEMP_LEAVE
"book,phone",Sat,23,19.78,15,114,1,0,0,TEMP_LEAVE
keys,Wed,56,20.08,104,231,4,0,0,LEFT_BEHIND
pen,Sat,21,8.98,97,109,0,1,1,LEFT_BEHIND
"pen,book",Wed,60,18.96,65,242,2,1,0,OCCUPIED
"charging-cable,iPad",Tue,52,13.65,142,199,0,0,0,LEFT_BEHIND
"keys,earphones,charging-cable,laptop",Fri,57,8.34,133,303,0,0,0,LEFT_BEHIND
keys,Thu,49,13.62,45,216,0,1,0,OCCUPIED
"student-id,book,pen,bag",Wed,41,19.12,48,177,4,0,0,TEMP_LEAVE
"student-id,book,keys,iPad",Fri,12,14.48,1,13,3,1,1,TEMP_LEAVE
"bag,charging-cable",Tue,52,16.23,81,159,1,0,0,TEMP_LEAVE
"paper,laptop,wallet",Thu,55,8.87,111,239,5,1,0,OCCUPIED
charging-cable,Wed,41,13.95,75,225,2,0,0,LEFT_BEHIND
"pen,watch,glasses",Wed,30,11.79,123,209,4,0,1,TEMP_LEAVE
"laptop,wallet,book,student-id",Sat,41,19.05,97,134,2,0,0,TEMP_LEAVE
"bag,paper",Wed,60,16.49,65,124,3,1,1,LEFT_BEHIND
charging-cable,Thu,50,16.84,42,58,5,1,0,OCCUPIED
student-id,Sun,39,15.02,0,28,3,0,0,TEMP_LEAVE
"book,bag,earphones,watch",Sun,46,12.22,3,98,3,0,1,TEMP_LEAVE
"earphones,book,student-id",Tue,42,17.58,142,212,1,0,0,TEMP_LEAVE
"charging-cable,pen,earphones",Wed,60,17.01,138,239,0,1,1,LEFT_BEHIND
"phone,glasses,earphones,pen",Fri,27,12.34,101,246,5,0,0,TEMP_LEAVE
"mouse,watch",Fri,60,10.2,147,258,5,0,1,TEMP_LEAVE
"paper,laptop",Wed,60,14.05,93,228,0,1,0,OCCUPIED
bottle,Thu,11,17.26,31,114,1,1,0,OCCUPIED
"phone,keys",Sun,30,8.99,169,333,1,1,0,OCCUPIED
"charging-cable,phone",Fri,1,19.3,16,167,3,0,1,TEMP_LEAVE
"earphones,keys",Sun,3,18.5,121,168,5,0,0,TEMP_LEAVE
"iPad,book",Fri,32,8.94,115,276,3,0,0,TEMP_LEAVE
"charging-cable,paper,pen,bottle",Fri,50,14.22,116,266,2,0,1,LEFT_BEHIND
"bottle,laptop,book",Sat,40,17.25,60,73,4,0,0,TEMP_LEAVE
"phone,laptop,paper,wallet",Wed,1,14.17,121,241,2,0,1,TEMP_LEAVE
"wallet,watch,keys,paper",Mon,18,16.12,99,171,0,0,0,TEMP_LEAVE
"book,keys,earphones,pen",Fri,60,15.93,177,302,1,1,0,OCCUPIED
"phone,bag",Mon,26,16.99,36,214,1,1,1,LEFT_BEHIND
"pen,bottle",Sun,10,8.69,68,259,5,0,0,TEMP_LEAVE
earphones,Sun,38,21.42,90,214,2,1,1,LEFT_BEHIND
"paper,phone,charging-cable,bag",Wed,50,13.51,165,285,1,0,0,TEMP_LEAVE
phone,Thu,17,15.37,199,341,4,0,0,TEMP_LEAVE
paper,Tue,17,16.49,0,112,5,1,0,OCCUPIED
"student-id,mouse",Sun,15,18.74,71,124,1,0,0,TEMP_LEAVE
"laptop,iPad",Sun,46,17.46,27,165,3,1,0,OCCUPIED
"keys,paper",Wed,42,15.1,54,245,1,0,0,LEFT_BEHIND
"laptop,phone,glasses",Thu,22,15.06,132,193,4,1,1,LEFT_BEHIND
"book,bag,phone,bottle",Fri,20,12.63,142,183,3,1,1,TEMP_LEAVE
bottle,Sun,49,13.48,93,203,5,0,1,LEFT_BEHIND
"iPad,wallet",Fri,15,10.49,77,234,3,0,0,TEMP_LEAVE
"pen,charging-cable,book",Tue,9,21.13,82,209,2,0,0,TEMP_LEAVE
"mouse,book,paper",Fri,34,19.39,160,258,2,1,1,LEFT_BEHIND
wallet,Mon,4,9.79,102,119,4,0,0,TEMP_LEAVE
"book,laptop,charging-cable,pen",Sun,14,21.65,61,130,2,0,1,TEMP_LEAVE
"pen,phone,earphones",Sat,49,20.95,174,368,2,0,1,TEMP_LEAVE
mouse,Thu,21,8.34,155,182,2,0,1,LEFT_BEHIND
"watch,earphones,laptop",Sun,5,12.5,194,265,4,1,0,OCCUPIED
"wallet,bag,phone",Tue,49,19.87,179,317,3,1,0,OCCUPIED
"phone,bottle",Wed,20,13.8,83,252,1,0,1,TEMP_LEAVE
bag,Sat,43,10.02,52,184,4,1,0,OCCUPIED
"paper,wallet",Wed,51,13.47,190,347,0,1,1,LEFT_BEHIND
"bottle,keys,book",Sun,45,21.4,128,177,5,0,1,TEMP_LEAVE
"book,bag,bottle,glasses",Fri,41,17.41,144,289,2,0,0,TEMP_LEAVE
"glasses,book",Mon,59,17.16,71,207,5,0,1,LEFT_BEHIND
bottle,Sun,6,20.3,124,145,1,1,0,OCCUPIED
"charging-cable,student-id,laptop,wallet",Fri,51,17.26,97,190,3,1,0,OCCUPIED
"glasses,student-id,iPad,mouse",Mon,10,17.67,112,228,3,0,0,TEMP_LEAVE
mouse,Fri,37,11.15,104,278,4,0,1,LEFT_BEHIND
"book,bag",Tue,45,14.43,97,200,5,1,1,LEFT_BEHIND
"bottle,student-id,laptop,mouse",Tue,43,9.37,152,328,3,0,1,TEMP_LEAVE
"bottle,earphones",Sat,36,18.79,174,237,1,0,0,TEMP_LEAVE
"charging-cable,wallet,book",Tue,10,18.85,155,155,2,0,0,TEMP_LEAVE
"phone,bottle,watch",Fri,59,14.15,122,125,1,1,0,OCCUPIED
"iPad,bottle,bag",Wed,53,15.12,163,284,2,0,0,TEMP_LEAVE
book,Tue,43,12.98,33,94,3,1,0,OCCUPIED
"bag,book,bottle,paper",Fri,60,14.29,147,318,0,0,1,LEFT_BEHIND
"paper,watch,bag",Wed,12,12.63,46,71,0,1,0,OCCUPIED
"keys,charging-cable,phone",Thu,40,16.27,116,204,4,0,0,TEMP_LEAVE
wallet,Mon,30,18.42,62,165,1,1,0,OCCUPIED
"pen,earphones,bag",Mon,27,16.39,7,35,5,0,1,TEMP_LEAVE
"mouse,student-id",Sat,48,20.95,52,141,4,0,0,TEMP_LEAVE
"iPad,glasses,wallet,mouse",Sat,7,13.16,186,197,2,1,1,TEMP_LEAVE
bag,Wed,23,17.1,123,240,2,0,0,TEMP_LEAVE
"phone,keys,iPad,laptop",Sat,24,8.6,79,184,2,1,1,LEFT_BEHIND
"watch,mouse,laptop",Fri,48,8.67,188,361,1,1,1,LEFT_BEHIND
"glasses,bag,keys",Tue,10,14.75,110,187,0,1,1,LEFT_BEHIND
"wallet,bag,bottle,watch",Wed,48,12.55,112,297,2,0,0,TEMP_LEAVE
"bottle,laptop,wallet,phone",Sun,55,20.44,177,255,1,0,0,TEMP_LEAVE
"glasses,pen,iPad,earphones",Sun,2,8.75,25,118,1,1,1,TEMP_LEAVE
mouse,Mon,50,20.59,166,320,0,0,1,LEFT_BEHIND
earphones,Sun,52,14.32,145,305,1,0,1,LEFT_BEHIND
"laptop,student-id,iPad,wallet",Tue,28,18.94,7,193,2,0,0,TEMP_LEAVE
charging-cable,Thu,50,19.74,100,227,1,1,0,OCCUPIED
glasses,Wed,55,20.47,132,215,0,1,1,LEFT_BEHIND
"paper,mouse",Wed,0,19.95,137,262,5,0,0,OCCUPIED
"bottle,mouse,watch",Thu,33,19.79,93,198,1,1,1,LEFT_BEHIND
"book,phone,glasses",Sat,41,13.53,119,267,1,1,0,OCCUPIED
"glasses,charging-cable,bottle,phone",Wed,40,17.58,17,210,0,0,1,LEFT_BEHIND
paper,Sun,43,9.09,169,218,5,1,0,OCCUPIED
keys,Sat,26,16.03,32,54,3,0,0,LEFT_BEHIND
iPad,Fri,10,13.15,4,24,4,1,0,OCCUPIED
glasses,Wed,51,16.74,72,272,0,1,1,LEFT_BEHIND
phone,Thu,7,21.51,103,129,0,1,1,LEFT_BEHIND
wallet,Tue,40,19.09,194,377,0,1,0,OCCUPIED
iPad,Tue,24,15.41,14,94,0,0,0,TEMP_LEAVE
"bottle,laptop,charging-cable,earphones",Mon,60,16.41,43,78,2,0,0,TEMP_LEAVE
"paper,watch",Thu,35,19.12,174,349,4,1,0,OCCUPIED
"wallet,laptop,mouse,charging-cable",Sun,50,21.92,121,290,3,0,0,TEMP_LEAVE
iPad,Sat,53,13.19,89,237,0,0,1,LEFT_BEHIND
"wallet,mouse,watch,phone",Tue,31,18.66,43,69,0,1,1,LEFT_BEHIND
laptop,Wed,2,11.36,29,106,1,0,0,TEMP_LEAVE
"student-id,watch,book,iPad",Sat,30,10.1,87,139,1,1,1,LEFT_BEHIND
glasses,Sun,59,19.25,4,72,3,0,0,LEFT_BEHIND
"iPad,bottle",Thu,50,19.24,126,277,2,0,0,TEMP_LEAVE
"laptop,bag",Tue,29,13.79,84,116,5,0,0,TEMP_LEAVE
"keys,pen,wallet,glasses",Fri,5,15.56,137,330,1,0,0,TEMP_LEAVE
"keys,earphones",Thu,48,11.21,198,217,3,0,0,TEMP_LEAVE
"student-id,phone,bottle",Wed,14,21.33,90,263,2,0,0,TEMP_LEAVE
"student-id,wallet,earphones",Tue,41,9.96,119,220,5,0,0,TEMP_LEAVE
"bag,wallet,pen,book",Mon,12,11.69,132,256,1,1,0,OCCUPIED
"laptop,paper,mouse,pen",Sun,12,20.51,149,215,0,0,1,TEMP_LEAVE
wallet,Fri,45,10.4,154,228,4,0,1,LEFT_BEHIND
"iPad,laptop,bottle",Tue,22,15.69,14,158,4,0,0,TEMP_LEAVE
"watch,keys",Tue,40,11.53,10,190,2,0,1,TEMP_LEAVE
bottle,Sun,7,10.09,179,310,3,0,0,TEMP_LEAVE
bag,Thu,37,18.07,166,353,5,1,0,OCCUPIED
"mouse,charging-cable,book",Tue,52,18.56,113,125,3,1,1,LEFT_BEHIND
"earphones,paper",Thu,20,21.63,93,126,1,0,0,LEFT_BEHIND
bag,Tue,13,19.04,50,122,2,0,1,TEMP_LEAVE
keys,Tue,46,9.85,7,155,5,1,1,LEFT_BEHIND
"watch,book",Tue,31,13.04,114,305,1,0,0,TEMP_LEAVE
"paper,mouse,earphones",Sun,33,20.72,133,247,1,1,1,LEFT_BEHIND
iPad,Sat,50,12.44,65,88,5,1,1,LEFT_BEHIND
"phone,pen,keys,mouse",Mon,29,12.37,152,233,1,0,1,TEMP_LEAVE
"mouse,keys,laptop,bag",Sun,35,18.94,105,297,3,1,1,LEFT_BEHIND
wallet,Wed,12,17.12,172,245,2,0,1,LEFT_BEHIND
"watch,student-id,bag",Wed,19,18.47,22,69,4,0,0,TEMP_LEAVE
glasses,Sat,35,17.32,91,107,5,1,0,OCCUPIED
phone,Wed,26,8.56,64,125,4,1,0,OCCUPIED
"bottle,glasses",Fri,51,19.21,29,179,1,0,0,LEFT_BEHIND
paper,Sun,37,13.0,68,250,5,0,0,LEFT_BEHIND
charging-cable,Mon,55,18.15,19,211,5,1,1,LEFT_BEHIND
"book,bag,earphones",Wed,44,20.5,182,236,1,0,1,TEMP_LEAVE
"pen,wallet",Tue,18,19.96,128,138,5,0,1,LEFT_BEHIND
"bag,watch,glasses,bottle",Sun,31,20.29,108,236,3,1,0,OCCUPIED
"wallet,student-id,paper,bag",Thu,40,8.81,133,223,2,0,1,TEMP_LEAVE
"wallet,charging-cable,mouse",Thu,46,20.2,185,345,4,1,0,OCCUPIED
"bottle,charging-cable,earphones,mouse",Wed,55,19.99,141,188,2,1,0,OCCUPIED
"student-id,iPad",Sun,18,17.67,72,92,5,0,0,TEMP_LEAVE
paper,Sat,4,13.61,193,309,3,0,1,TEMP_LEAVE
"phone,paper",Fri,1,12.71,181,373,5,1,0,OCCUPIED
"iPad,mouse,laptop",Tue,45,21.58,190,259,3,0,1,TEMP_LEAVE
student-id,Fri,18,11.29,62,237,4,1,1,LEFT_BEHIND
"laptop,iPad,phone,charging-cable",Sun,8,21.72,29,220,5,1,1,TEMP_LEAVE
"glasses,wallet,bottle",Sun,44,12.63,108,138,1,0,1,TEMP_LEAVE
"phone,bag",Wed,0,11.31,125,230,3,1,1,OCCUPIED
"watch,phone,book",Tue,16,12.97,85,279,4,0,1,TEMP_LEAVE
"bottle,glasses",Sun,22,20.6,97,295,3,1,0,OCCUPIED
"bottle,keys,glasses",Sat,45,12.45,48,168,4,0,0,TEMP_LEAVE
earphones,Fri,60,19.57,71,225,2,0,1,LEFT_BEHIND
paper,Tue,39,11.16,94,273,3,0,0,LEFT_BEHIND
book,Sun,5,13.82,98,133,1,0,1,TEMP_LEAVE
"mouse,earphones,bag",Tue,0,12.61,11,13,1,0,0,OCCUPIED
"mouse,keys,earphones,paper",Mon,28,19.46,172,339,5,0,0,TEMP_LEAVE
"watch,laptop,phone",Sun,22,20.86,153,259,4,1,0,OCCUPIED
"bag,mouse,iPad,keys",Thu,41,13.72,14,177,4,0,0,TEMP_LEAVE
"phone,paper,glasses,iPad",Thu,48,19.73,48,71,1,0,0,TEMP_LEAVE
mouse,Tue,35,8.69,157,270,2,0,1,LEFT_BEHIND
"book,pen,bottle,phone",Tue,19,17.06,95,276,4,1,0,OCCUPIED
iPad,Thu,48,8.38,0,47,4,1,1,LEFT_BEHIND
"keys,bag,iPad,wallet",Wed,27,21.5,6,181,5,1,0,OCCUPIED
mouse,Tue,12,15.56,100,126,1,0,0,LEFT_BEHIND
"bag,watch,iPad,glasses",Fri,24,12.54,31,206,0,0,0,TEMP_LEAVE
pen,Fri,13,14.95,74,209,1,1,0,OCCUPIED
glasses,Sun,44,10.51,59,182,0,1,1,LEFT_BEHIND
laptop,Mon,17,11.24,161,193,4,1,1,LEFT_BEHIND
"bag,bottle,student-id,phone",Wed,43,19.95,131,144,1,1,0,OCCUPIED
watch,Wed,16,9.95,175,283,1,1,1,LEFT_BEHIND
"mouse,book,bottle,charging-cable",Mon,38,19.2,4,32,3,0,0,LEFT_BEHIND
"earphones,bottle",Wed,53,10.09,11,124,5,1,1,LEFT_BEHIND
"phone,bottle",Wed,1,17.22,47,123,0,1,1,LEFT_BEHIND
"laptop,phone",Sun,33,17.28,115,170,4,1,0,OCCUPIED
"bottle,pen",Mon,31,20.47,122,265,5,0,1,LEFT_BEHIND
"watch,pen,charging-cable",Sun,34,8.3,72,247,2,1,1,LEFT_BEHIND
"watch,keys",Sat,10,15.57,13,201,3,1,0,OCCUPIED
"glasses,watch,mouse,earphones",Wed,24,19.15,20,81,4,1,1,LEFT_BEHIND
"book,watch",Wed,45,11.95,21,196,1,1,0,OCCUPIED
bag,Tue,9,16.45,27,222,2,1,1,TEMP_LEAVE
"watch,paper",Sun,10,9.71,147,149,0,0,0,TEMP_LEAVE
"paper,student-id,iPad,bag",Tue,26,13.83,48,230,5,0,1,TEMP_LEAVE
glasses,Tue,9,21.77,168,171,1,1,0,OCCUPIED
"bag,book,laptop,paper",Sat,30,12.52,196,200,2,1,1,LEFT_BEHIND
"paper,book",Wed,57,13.32,64,153,5,0,1,LEFT_BEHIND
paper,Mon,37,17.91,16,143,0,1,1,LEFT_BEHIND
"mouse,phone,keys",Tue,49,10.06,71,262,1,1,0,OCCUPIED
"charging-cable,phone,bottle,glasses",Mon,31,19.65,164,343,1,0,1,TEMP_LEAVE
mouse,Sat,47,20.77,160,221,4,1,1,LEFT_BEHIND
phone,Fri,8,11.2,183,225,2,0,0,TEMP_LEAVE
"iPad,phone,paper,watch",Sun,48,16.64,171,281,1,0,1,TEMP_LEAVE
pen,Sun,0,20.39,158,189,5,1,1,OCCUPIED
"wallet,student-id",Sun,46,9.94,57,221,0,0,0,LEFT_BEHIND
"charging-cable,keys,pen",Sat,26,15.5,47,173,5,1,0,OCCUPIED
"pen,student-id,glasses",Sat,43,12.93,90,99,2,0,0,TEMP_LEAVE
"keys,laptop",Mon,59,12.79,193,311,0,1,1,LEFT_BEHIND
"iPad,paper,book",Mon,51,12.03,90,269,4,1,1,LEFT_BEHIND
"bottle,book,phone",Wed,16,20.19,143,329,2,1,1,LEFT_BEHIND
mouse,Fri,27,9.61,183,245,0,0,1,LEFT_BEHIND
mouse,Sat,43,17.22,30,94,3,1,0,OCCUPIED
"pen,wallet,phone,mouse",Fri,35,8.93,103,108,2,0,1,TEMP_LEAVE
"student-id,paper,mouse",Sat,25,12.99,84,176,2,0,1,TEMP_LEAVE
"iPad,earphones,keys,phone",Wed,3,15.07,154,235,4,1,0,OCCUPIED
wallet,Thu,58,13.11,27,163,2,1,0,OCCUPIED
"bottle,phone,charging-cable,iPad",Sat,6,10.35,71,238,2,1,1,TEMP_LEAVE
watch,Fri,51,12.27,179,289,1,1,1,LEFT_BEHIND
"wallet,glasses,book,watch",Sat,59,20.34,12,197,0,1,0,OCCUPIED
"pen,iPad,paper",Sat,30,20.11,84,192,2,1,0,OCCUPIED
"bottle,keys,glasses,charging-cable",Thu,56,10.06,39,104,3,1,1,LEFT_BEHIND
"charging-cable,glasses,phone",Sat,23,14.87,40,158,1,0,1,TEMP_LEAVE
"book,bottle,paper,iPad",Sun,11,9.76,116,162,0,0,0,TEMP_LEAVE
"glasses,earphones,iPad",Tue,17,10.54,160,334,3,0,1,TEMP_LEAVE
"bottle,student-id,mouse,glasses",Tue,34,14.15,18,181,0,1,1,LEFT_BEHIND
earphones,Thu,18,15.58,40,129,2,1,1,LEFT_BEHIND
"watch,paper,student-id,iPad",Wed,19,11.38,157,226,0,0,0,TEMP_LEAVE
"wallet,keys,pen",Mon,47,12.14,156,213,1,0,0,TEMP_LEAVE
"earphones,keys,glasses",Mon,0,8.44,127,243,4,1,0,OCCUPIED
"charging-cable,glasses,bag,keys",Thu,17,8.49,159,350,0,0,1,TEMP_LEAVE
"student-id,mouse",Mon,10,8.32,81,257,0,1,0,OCCUPIED
"mouse,keys",Mon,23,8.83,140,246,3,0,1,LEFT_BEHIND
"watch,book,laptop,bag",Tue,7,21.2,97,138,0,0,1,TEMP_LEAVE
paper,Mon,41,19.4,41,134,5,1,1,LEFT_BEHIND
"paper,bag,earphones",Wed,50,18.24,128,239,4,0,0,TEMP_LEAVE
"glasses,iPad",Mon,29,9.47,36,56,3,0,1,TEMP_LEAVE
wallet,Fri,33,11.9,24,188,1,0,1,LEFT_BEHIND
"iPad,pen,laptop",Sun,33,17.43,28,225,3,0,1,TEMP_LEAVE
charging-cable,Sat,3,17.69,85,245,1,1,1,TEMP_LEAVE
"book,glasses,student-id,wallet",Sat,59,14.3,15,40,2,1,0,OCCUPIED
"student-id,book",Sat,59,15.13,89,208,5,0,1,TEMP_LEAVE
"earphones,student-id,book",Sun,36,21.04,85,220,0,1,1,LEFT_BEHIND
"paper,keys,student-id",Tue,53,20.49,200,256,0,0,0,LEFT_BEHIND
keys,Sun,40,20.08,110,220,2,0,0,LEFT_BEHIND
"charging-cable,watch",Sat,43,20.24,122,235,4,1,0,OCCUPIED
"glasses,charging-cable,watch,paper",Sun,53,14.96,98,207,3,1,1,LEFT_BEHIND
"student-id,laptop",Tue,51,10.78,14,130,3,0,1,TEMP_LEAVE
"student-id,pen,phone,watch",Sun,29,19.75,195,217,0,1,0,OCCUPIED
"student-id,keys,paper,mouse",Sat,59,9.12,104,181,0,0,0,LEFT_BEHIND
"earphones,bottle",Wed,25,8.4,12,40,4,1,0,OCCUPIED
"bottle,pen,iPad,watch",Tue,45,18.36,106,285,3,1,0,OCCUPIED
"bottle,bag,earphones,glasses",Sat,23,16.61,93,175,0,0,1,TEMP_LEAVE
"iPad,laptop,pen,glasses",Thu,9,21.0,87,217,3,0,1,TEMP_LEAVE
"keys,wallet,bottle,glasses",Thu,20,16.14,9,204,2,0,1,TEMP_LEAVE
"phone,bag,earphones",Tue,60,11.68,114,226,4,1,0,OCCUPIED
"phone,pen",Fri,42,21.48,133,185,1,1,1,LEFT_BEHIND
mouse,Thu,17,16.95,166,219,0,1,0,OCCUPIED
"watch,charging-cable,keys,earphones",Sat,9,9.38,16,131,2,0,0,TEMP_LEAVE
book,Thu,29,15.06,61,149,3,0,0,LEFT_BEHIND
"iPad,phone,earphones,keys",Sat,20,10.73,188,336,2,0,1,TEMP_LEAVE
"charging-cable,phone",Sat,5,15.98,163,177,1,0,0,TEMP_LEAVE
"laptop,phone",Mon,20,8.18,105,174,2,1,0,OCCUPIED
"watch,bottle,bag,wallet",Fri,18,12.07,47,127,1,0,0,TEMP_LEAVE
"laptop,watch,glasses",Sat,28,12.75,115,283,1,0,1,TEMP_LEAVE
bottle,Fri,42,8.38,31,57,4,1,1,LEFT_BEHIND
phone,Tue,0,15.01,10,184,5,1,0,OCCUPIED
"laptop,keys,bag",Fri,25,20.01,131,272,4,1,1,LEFT_BEHIND
glasses,Sun,23,13.92,184,244,1,1,0,OCCUPIED
"book,mouse",Wed,16,21.17,36,204,1,1,1,LEFT_BEHIND
"book,iPad,earphones,glasses",Tue,2,12.59,153,296,1,1,1,TEMP_LEAVE
"earphones,phone,glasses,bag",Wed,6,13.86,144,149,4,1,0,OCCUPIED
"book,keys,bottle,pen",Sat,60,9.58,165,206,1,0,0,TEMP_LEAVE
"phone,laptop,iPad,bag",Wed,1,21.07,139,221,4,1,0,OCCUPIED
"bag,wallet,pen",Wed,12,21.48,99,248,4,0,0,TEMP_LEAVE
"student-id,iPad,pen",Thu,60,11.33,111,237,3,1,0,OCCUPIED
"student-id,bottle,paper",Mon,59,12.2,2,103,1,0,1,TEMP_LEAVE
book,Thu,60,12.17,10,83,2,0,0,LEFT_BEHIND
"pen,glasses,iPad,phone",Thu,32,19.94,75,89,0,1,0,OCCUPIED
wallet,Mon,7,13.64,49,83,3,1,0,OCCUPIED
"iPad,earphones",Sat,27,12.79,53,113,1,0,1,TEMP_LEAVE
"glasses,laptop,earphones,book",Wed,45,15.17,175,192,1,1,0,OCCUPIED
"keys,wallet,mouse,book",Sat,44,15.64,145,190,3,0,0,TEMP_LEAVE
"book,charging-cable,bottle",Tue,2,18.49,7,106,4,1,0,OCCUPIED
"book,glasses,iPad,watch",Mon,38,12.78,32,83,1,1,0,OCCUPIED
"book,student-id,bottle,iPad",Mon,16,18.41,170,295,5,0,0,TEMP_LEAVE
earphones,Sat,32,10.54,192,230,2,1,1,LEFT_BEHIND
"bottle,mouse,paper,earphones",Sun,49,18.89,45,79,4,0,0,TEMP_LEAVE
"keys,watch",Fri,6,20.83,6,59,0,1,0,OCCUPIED
earphones,Thu,35,11.25,104,301,1,1,1,LEFT_BEHIND
phone,Thu,10,17.87,133,170,1,1,0,OCCUPIED
charging-cable,Mon,20,21.99,124,263,3,0,0,LEFT_BEHIND
"wallet,iPad",Wed,22,11.75,53,93,2,1,0,OCCUPIED
"wallet,charging-cable",Sat,49,20.04,35,82,5,0,1,LEFT_BEHIND
"paper,book,mouse",Thu,37,18.09,97,175,3,1,0,OCCUPIED
"pen,keys",Sun,47,16.67,186,201,2,1,0,OCCUPIED
"paper,bottle",Mon,24,15.31,30,196,5,0,1,LEFT_BEHIND
student-id,Fri,25,19.98,60,136,2,1,1,LEFT_BEHIND
"earphones,book",Wed,40,12.34,73,129,0,0,1,LEFT_BEHIND
"laptop,bottle,bag",Tue,18,9.86,187,257,2,1,1,TEMP_LEAVE
"watch,laptop,pen",Tue,39,20.59,8,174,1,0,0,TEMP_LEAVE
"earphones,laptop,wallet",Fri,15,11.72,66,262,1,0,0,TEMP_LEAVE
watch,Sat,5,9.26,158,158,2,1,0,OCCUPIED
"laptop,keys,earphones,bag",Mon,50,21.39,118,189,1,1,0,OCCUPIED
book,Tue,58,20.17,193,221,0,0,0,LEFT_BEHIND
iPad,Wed,0,16.4,166,272,0,1,0,OCCUPIED
"iPad,keys,bottle",Mon,26,8.2,46,175,0,0,0,LEFT_BEHIND
phone,Sun,43,11.14,78,241,3,0,0,TEMP_LEAVE
"student-id,pen,iPad",Wed,40,11.43,82,208,1,0,1,TEMP_LEAVE
"phone,iPad,glasses,student-id",Wed,0,16.9,98,117,3,0,1,OCCUPIED
"pen,book",Wed,16,21.83,30,122,0,1,1,LEFT_BEHIND
paper,Wed,39,16.45,35,118,5,1,0,OCCUPIED
watch,Tue,12,17.55,27,145,2,1,1,LEFT_BEHIND
"wallet,earphones,bag,book",Sun,46,11.9,133,202,3,0,0,TEMP_LEAVE
"iPad,bottle",Mon,34,9.36,108,225,5,0,1,TEMP_LEAVE
"laptop,watch,mouse",Fri,31,17.65,87,219,0,1,0,OCCUPIED
mouse,Wed,30,18.78,100,273,3,1,0,OCCUPIED
"bottle,phone,student-id,charging-cable",Tue,1,10.13,44,67,4,0,1,TEMP_LEAVE
glasses,Fri,4,12.42,61,66,2,0,1,TEMP_LEAVE
"student-id,bottle,pen",Thu,29,21.54,141,212,2,0,1,TEMP_LEAVE
book,Sat,35,16.64,74,226,3,0,0,LEFT_BEHIND
"charging-cable,watch",Mon,2,18.63,145,344,3,0,1,TEMP_LEAVE
"bag,pen",Mon,15,17.12,89,119,0,1,0,OCCUPIED
